dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
2011-12-17,Winter,2011,Dec,1,0,Sunday,Misty,0.3,0.2879,52.0,0.2537,4,39,43,weekend,Ideal
2011-12-17,Winter,2011,Dec,2,0,Sunday,Misty,0.28,0.2727,56.00000000000001,0.2239,11,47,58,weekend,Ideal
2011-12-17,Winter,2011,Dec,3,0,Sunday,Clear,0.26,0.2576,60.0,0.19399999999999998,4,22,26,weekend,Ideal
2011-12-17,Winter,2011,Dec,4,0,Sunday,Clear,0.24,0.2424,65.0,0.1642,0,9,9,weekend,Terlalu Lembab
2011-12-17,Winter,2011,Dec,5,0,Sunday,Misty,0.26,0.2576,60.0,0.19399999999999998,2,7,9,weekend,Ideal
2011-12-17,Winter,2011,Dec,6,0,Sunday,Misty,0.26,0.2424,56.00000000000001,0.2836,0,17,17,weekend,Ideal
2011-12-17,Winter,2011,Dec,7,0,Sunday,Misty,0.26,0.2576,56.00000000000001,0.2239,0,20,20,weekend,Ideal
2011-12-17,Winter,2011,Dec,8,0,Sunday,Misty,0.26,0.2576,56.00000000000001,0.2239,4,55,59,weekend,Ideal
2011-12-17,Winter,2011,Dec,9,0,Sunday,Misty,0.26,0.2424,56.00000000000001,0.2537,5,95,100,weekend,Ideal
2011-12-17,Winter,2011,Dec,10,0,Sunday,Misty,0.26,0.2424,52.0,0.2836,10,171,181,weekend,Ideal
2011-12-17,Winter,2011,Dec,11,0,Sunday,Misty,0.28,0.2576,45.0,0.3284,21,188,209,weekend,Ideal
2011-12-17,Winter,2011,Dec,12,0,Sunday,Misty,0.28,0.2576,45.0,0.2836,28,216,244,weekend,Ideal
2011-12-17,Winter,2011,Dec,13,0,Sunday,Misty,0.28,0.2727,48.0,0.2537,32,204,236,weekend,Ideal
2011-12-17,Winter,2011,Dec,14,0,Sunday,Clear,0.28,0.2576,45.0,0.3582,30,207,237,weekend,Ideal
2011-12-17,Winter,2011,Dec,15,0,Sunday,Clear,0.28,0.2576,45.0,0.2836,33,195,228,weekend,Ideal
2011-12-17,Winter,2011,Dec,16,0,Sunday,Clear,0.28,0.2727,45.0,0.2239,30,192,222,weekend,Ideal
2011-12-17,Winter,2011,Dec,17,0,Sunday,Clear,0.26,0.2576,48.0,0.2239,12,153,165,weekend,Ideal
2011-12-17,Winter,2011,Dec,18,0,Sunday,Clear,0.26,0.2273,48.0,0.3881,7,150,157,weekend,Ideal
2011-12-17,Winter,2011,Dec,19,0,Sunday,Light_rainsnow,0.24,0.2121,65.0,0.3284,11,95,106,weekend,Terlalu Lembab
2011-12-17,Winter,2011,Dec,20,0,Sunday,Clear,0.22,0.2121,69.0,0.2537,7,99,106,weekend,Terlalu Lembab
2011-12-17,Winter,2011,Dec,21,0,Sunday,Clear,0.2,0.2121,75.0,0.1642,8,88,96,weekend,Terlalu Lembab
2011-12-17,Winter,2011,Dec,22,0,Sunday,Clear,0.2,0.2121,75.0,0.1642,7,73,80,weekend,Terlalu Lembab
2011-12-17,Winter,2011,Dec,23,0,Sunday,Clear,0.2,0.2273,75.0,0.0,6,63,69,weekend,Terlalu Lembab
2011-12-18,Winter,2011,Dec,0,0,Sunday,Clear,0.2,0.2121,75.0,0.1343,7,64,71,weekend,Terlalu Lembab
2011-12-18,Winter,2011,Dec,1,0,Sunday,Clear,0.2,0.2273,69.0,0.1045,3,43,46,weekend,Terlalu Lembab
2011-12-18,Winter,2011,Dec,2,0,Sunday,Clear,0.22,0.2424,55.00000000000001,0.1045,2,39,41,weekend,Ideal
2011-12-18,Winter,2011,Dec,3,0,Sunday,Clear,0.22,0.2121,55.00000000000001,0.2239,2,16,18,weekend,Ideal
2011-12-18,Winter,2011,Dec,4,0,Sunday,Clear,0.22,0.2121,55.00000000000001,0.2239,0,1,1,weekend,Ideal
2011-12-18,Winter,2011,Dec,5,0,Sunday,Clear,0.2,0.2273,59.0,0.1045,1,4,5,weekend,Ideal
2011-12-18,Winter,2011,Dec,6,0,Sunday,Clear,0.2,0.2121,59.0,0.1343,0,3,3,weekend,Ideal
2011-12-18,Winter,2011,Dec,7,0,Sunday,Clear,0.2,0.2121,59.0,0.1642,1,11,12,weekend,Ideal
2011-12-18,Winter,2011,Dec,8,0,Sunday,Clear,0.2,0.2576,69.0,0.0,1,31,32,weekend,Terlalu Lembab
2011-12-18,Winter,2011,Dec,9,0,Sunday,Clear,0.22,0.2273,64.0,0.1642,6,75,81,weekend,Ideal
2011-12-18,Winter,2011,Dec,10,0,Sunday,Clear,0.24,0.2273,60.0,0.2537,7,122,129,weekend,Ideal
2011-12-18,Winter,2011,Dec,11,0,Sunday,Misty,0.24,0.2273,60.0,0.2239,20,168,188,weekend,Ideal
2011-12-18,Winter,2011,Dec,12,0,Sunday,Clear,0.26,0.2576,60.0,0.2239,26,202,228,weekend,Ideal
2011-12-18,Winter,2011,Dec,13,0,Sunday,Clear,0.3,0.2727,49.0,0.2985,18,210,228,weekend,Ideal
2011-12-18,Winter,2011,Dec,14,0,Sunday,Clear,0.3,0.2879,49.0,0.2836,19,200,219,weekend,Ideal
2011-12-18,Winter,2011,Dec,15,0,Sunday,Clear,0.32,0.303,45.0,0.2836,23,184,207,weekend,Ideal
2011-12-18,Winter,2011,Dec,16,0,Sunday,Clear,0.28,0.2727,48.0,0.2537,27,207,234,weekend,Ideal
2011-12-18,Winter,2011,Dec,17,0,Sunday,Clear,0.28,0.2727,46.0,0.1642,10,126,136,weekend,Ideal
2011-12-18,Winter,2011,Dec,18,0,Sunday,Clear,0.28,0.2727,45.0,0.19399999999999998,15,123,138,weekend,Ideal
2011-12-18,Winter,2011,Dec,19,0,Sunday,Clear,0.26,0.2727,52.0,0.1343,5,130,135,weekend,Ideal
2011-12-18,Winter,2011,Dec,20,0,Sunday,Clear,0.24,0.2576,60.0,0.1045,10,94,104,weekend,Ideal
2011-12-18,Winter,2011,Dec,21,0,Sunday,Clear,0.22,0.2727,64.0,0.0,9,80,89,weekend,Ideal
2011-12-18,Winter,2011,Dec,22,0,Sunday,Clear,0.22,0.2273,75.0,0.19399999999999998,2,47,49,weekend,Terlalu Lembab
2011-12-18,Winter,2011,Dec,23,0,Sunday,Clear,0.2,0.2273,75.0,0.1045,6,31,37,weekend,Terlalu Lembab
2011-12-19,Winter,2011,Dec,0,0,Monday,Clear,0.2,0.2273,75.0,0.0896,3,14,17,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,1,0,Monday,Clear,0.18,0.2121,80.0,0.0896,3,8,11,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,2,0,Monday,Clear,0.18,0.2121,80.0,0.0896,0,3,3,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,3,0,Monday,Clear,0.16,0.19699999999999998,86.0,0.0896,0,3,3,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,4,0,Monday,Clear,0.16,0.1818,86.0,0.1343,0,4,4,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,5,0,Monday,Clear,0.14,0.1667,93.0,0.1045,0,21,21,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,6,0,Monday,Clear,0.16,0.1818,86.0,0.1045,0,68,68,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,7,0,Monday,Clear,0.18,0.2121,74.0,0.1045,4,187,191,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,8,0,Monday,Clear,0.2,0.19699999999999998,75.0,0.19399999999999998,8,389,397,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,9,0,Monday,Clear,0.22,0.2121,69.0,0.2239,17,166,183,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,10,0,Monday,Clear,0.24,0.2273,67.0,0.19399999999999998,12,96,108,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,11,0,Monday,Clear,0.26,0.2424,65.0,0.2537,22,105,127,workingday,Terlalu Lembab
2011-12-19,Winter,2011,Dec,12,0,Monday,Clear,0.3,0.2727,61.0,0.3284,13,128,141,workingday,Ideal
2011-12-19,Winter,2011,Dec,13,0,Monday,Clear,0.34,0.303,49.0,0.3284,15,127,142,workingday,Ideal
2011-12-19,Winter,2011,Dec,14,0,Monday,Clear,0.36,0.3485,46.0,0.2239,30,107,137,workingday,Ideal
2011-12-19,Winter,2011,Dec,15,0,Monday,Clear,0.38,0.3939,46.0,0.1642,24,135,159,workingday,Ideal
2011-12-19,Winter,2011,Dec,16,0,Monday,Clear,0.4,0.4091,40.0,0.2537,19,189,208,workingday,Terlalu kering
2011-12-19,Winter,2011,Dec,17,0,Monday,Clear,0.38,0.3939,46.0,0.19399999999999998,16,362,378,workingday,Ideal
2011-12-19,Winter,2011,Dec,18,0,Monday,Clear,0.36,0.3485,50.0,0.19399999999999998,11,343,354,workingday,Ideal
2011-12-19,Winter,2011,Dec,19,0,Monday,Misty,0.36,0.3485,53.0,0.1642,17,234,251,workingday,Ideal
2011-12-19,Winter,2011,Dec,20,0,Monday,Clear,0.4,0.4091,40.0,0.1642,9,197,206,workingday,Terlalu kering
2011-12-19,Winter,2011,Dec,21,0,Monday,Misty,0.36,0.3485,53.0,0.1343,15,112,127,workingday,Ideal
2011-12-19,Winter,2011,Dec,22,0,Monday,Misty,0.36,0.3485,56.99999999999999,0.1642,12,95,107,workingday,Ideal
2011-12-19,Winter,2011,Dec,23,0,Monday,Clear,0.36,0.3485,53.0,0.1642,10,50,60,workingday,Ideal
2011-12-20,Winter,2011,Dec,0,0,Monday,Clear,0.36,0.3636,56.99999999999999,0.1045,0,21,21,workingday,Ideal
2011-12-20,Winter,2011,Dec,1,0,Monday,Clear,0.36,0.3788,53.0,0.0,0,6,6,workingday,Ideal
2011-12-20,Winter,2011,Dec,2,0,Monday,Misty,0.34,0.3636,61.0,0.0,1,10,11,workingday,Ideal
2011-12-20,Winter,2011,Dec,3,0,Monday,Misty,0.34,0.3636,61.0,0.0,1,1,2,workingday,Ideal
2011-12-20,Winter,2011,Dec,4,0,Monday,Misty,0.36,0.3636,53.0,0.1045,0,4,4,workingday,Ideal
2011-12-20,Winter,2011,Dec,5,0,Monday,Misty,0.36,0.3788,56.99999999999999,0.0,0,15,15,workingday,Ideal
2011-12-20,Winter,2011,Dec,6,0,Monday,Misty,0.36,0.3788,56.99999999999999,0.0,1,71,72,workingday,Ideal
2011-12-20,Winter,2011,Dec,7,0,Monday,Misty,0.36,0.3788,62.0,0.0,7,261,268,workingday,Ideal
2011-12-20,Winter,2011,Dec,8,0,Monday,Misty,0.42,0.4242,54.0,0.0896,10,422,432,workingday,Ideal
2011-12-20,Winter,2011,Dec,9,0,Monday,Misty,0.36,0.3788,66.0,0.0,14,245,259,workingday,Terlalu Lembab
2011-12-20,Winter,2011,Dec,10,0,Monday,Misty,0.42,0.4242,57.99999999999999,0.19399999999999998,20,109,129,workingday,Ideal
2011-12-20,Winter,2011,Dec,11,0,Monday,Misty,0.4,0.4091,62.0,0.1642,13,116,129,workingday,Ideal
2011-12-20,Winter,2011,Dec,12,0,Monday,Misty,0.44,0.4394,54.0,0.1343,16,159,175,workingday,Ideal
2011-12-20,Winter,2011,Dec,13,0,Monday,Misty,0.44,0.4394,54.0,0.1343,18,163,181,workingday,Ideal
2011-12-20,Winter,2011,Dec,14,0,Monday,Misty,0.44,0.4394,57.99999999999999,0.1045,11,127,138,workingday,Ideal
2011-12-20,Winter,2011,Dec,15,0,Monday,Misty,0.44,0.4394,54.0,0.0,15,139,154,workingday,Ideal
2011-12-20,Winter,2011,Dec,16,0,Monday,Clear,0.44,0.4394,54.0,0.0,20,218,238,workingday,Ideal
2011-12-20,Winter,2011,Dec,17,0,Monday,Clear,0.4,0.4091,62.0,0.1642,14,417,431,workingday,Ideal
2011-12-20,Winter,2011,Dec,18,0,Monday,Clear,0.38,0.3939,66.0,0.19399999999999998,26,385,411,workingday,Terlalu Lembab
2011-12-20,Winter,2011,Dec,19,0,Monday,Clear,0.38,0.3939,66.0,0.0,6,218,224,workingday,Terlalu Lembab
2011-12-20,Winter,2011,Dec,20,0,Monday,Clear,0.36,0.3788,66.0,0.0,3,144,147,workingday,Terlalu Lembab
2011-12-20,Winter,2011,Dec,21,0,Monday,Clear,0.36,0.3636,66.0,0.0896,4,139,143,workingday,Terlalu Lembab
2011-12-20,Winter,2011,Dec,22,0,Monday,Misty,0.36,0.3788,66.0,0.0,3,104,107,workingday,Terlalu Lembab
2011-12-20,Winter,2011,Dec,23,0,Monday,Misty,0.38,0.3939,62.0,0.0,13,40,53,workingday,Ideal
2011-12-21,Spring,2011,Dec,0,0,Monday,Misty,0.34,0.3333,71.0,0.1343,7,18,25,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,1,0,Monday,Misty,0.36,0.3636,66.0,0.1045,1,10,11,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,2,0,Monday,Misty,0.36,0.3788,71.0,0.0,0,4,4,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,3,0,Monday,Misty,0.36,0.3788,71.0,0.0,0,2,2,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,4,0,Monday,Misty,0.36,0.3788,71.0,0.0,0,2,2,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,5,0,Monday,Misty,0.38,0.3939,82.0,0.1045,0,28,28,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,6,0,Monday,Misty,0.36,0.3788,87.0,0.0,1,75,76,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,7,0,Monday,Misty,0.36,0.3636,87.0,0.1045,5,224,229,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,8,0,Monday,Light_rainsnow,0.36,0.3788,93.0,0.0,12,393,405,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,9,0,Monday,Misty,0.4,0.4091,87.0,0.2239,14,220,234,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,10,0,Monday,Misty,0.48,0.4697,82.0,0.4179,6,83,89,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,11,0,Monday,Misty,0.48,0.4697,82.0,0.4179,3,53,56,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,12,0,Monday,Light_rainsnow,0.46,0.4545,88.0,0.3881,3,58,61,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,13,0,Monday,Light_rainsnow,0.44,0.4394,94.0,0.2985,3,55,58,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,14,0,Monday,Misty,0.48,0.4697,88.0,0.3582,11,40,51,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,15,0,Monday,Misty,0.48,0.4697,88.0,0.3881,4,57,61,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,16,0,Monday,Light_rainsnow,0.44,0.4394,100.0,0.3284,6,95,101,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,17,0,Monday,Light_rainsnow,0.44,0.4394,100.0,0.3284,3,226,229,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,18,0,Monday,Misty,0.44,0.4394,100.0,0.2985,2,278,280,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,19,0,Monday,Misty,0.5,0.4848,94.0,0.3284,9,200,209,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,20,0,Monday,Misty,0.5,0.4848,94.0,0.3582,5,162,167,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,21,0,Monday,Clear,0.5,0.4848,88.0,0.2836,9,114,123,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,22,0,Monday,Clear,0.5,0.4848,88.0,0.2537,3,102,105,workingday,Terlalu Lembab
2011-12-21,Spring,2011,Dec,23,0,Monday,Clear,0.5,0.4848,88.0,0.19399999999999998,0,54,54,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,0,0,Monday,Misty,0.5,0.4848,82.0,0.1045,3,24,27,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,1,0,Monday,Clear,0.44,0.4394,94.0,0.0896,0,15,15,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,2,0,Monday,Clear,0.48,0.4697,82.0,0.1045,1,10,11,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,3,0,Monday,Clear,0.44,0.4394,67.0,0.1642,0,6,6,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,4,0,Monday,Clear,0.38,0.3939,82.0,0.1343,0,3,3,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,5,0,Monday,Clear,0.38,0.3939,82.0,0.0,1,15,16,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,6,0,Monday,Clear,0.36,0.3788,87.0,0.0,1,63,64,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,7,0,Monday,Clear,0.34,0.3636,93.0,0.0,4,182,186,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,8,0,Monday,Misty,0.36,0.3788,87.0,0.0,10,333,343,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,9,0,Monday,Misty,0.38,0.3939,87.0,0.0896,10,218,228,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,10,0,Monday,Misty,0.4,0.4091,82.0,0.0896,13,128,141,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,11,0,Monday,Misty,0.44,0.4394,77.0,0.0,10,135,145,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,12,0,Monday,Misty,0.48,0.4697,55.00000000000001,0.0,22,180,202,workingday,Ideal
2011-12-22,Spring,2011,Dec,13,0,Monday,Misty,0.46,0.4545,63.0,0.0,21,167,188,workingday,Ideal
2011-12-22,Spring,2011,Dec,14,0,Monday,Misty,0.46,0.4545,63.0,0.0,23,136,159,workingday,Ideal
2011-12-22,Spring,2011,Dec,15,0,Monday,Misty,0.48,0.4697,59.0,0.0,28,186,214,workingday,Ideal
2011-12-22,Spring,2011,Dec,16,0,Monday,Misty,0.46,0.4545,63.0,0.0,30,226,256,workingday,Ideal
2011-12-22,Spring,2011,Dec,17,0,Monday,Misty,0.44,0.4394,67.0,0.1642,24,332,356,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,18,0,Monday,Misty,0.44,0.4394,62.0,0.0896,11,277,288,workingday,Ideal
2011-12-22,Spring,2011,Dec,19,0,Monday,Misty,0.44,0.4394,62.0,0.0,12,130,142,workingday,Ideal
2011-12-22,Spring,2011,Dec,20,0,Monday,Light_rainsnow,0.42,0.4242,71.0,0.0,0,33,33,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,21,0,Monday,Light_rainsnow,0.42,0.4242,71.0,0.0,2,15,17,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,22,0,Monday,Light_rainsnow,0.36,0.3636,93.0,0.1045,0,17,17,workingday,Terlalu Lembab
2011-12-22,Spring,2011,Dec,23,0,Monday,Light_rainsnow,0.4,0.4091,87.0,0.0,1,10,11,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,0,0,Monday,Light_rainsnow,0.4,0.4091,87.0,0.19399999999999998,2,7,9,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,1,0,Monday,Light_rainsnow,0.4,0.4091,87.0,0.19399999999999998,1,11,12,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,2,0,Monday,Light_rainsnow,0.38,0.3939,94.0,0.1343,1,12,13,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,3,0,Monday,Light_rainsnow,0.38,0.3939,94.0,0.1343,0,4,4,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,4,0,Monday,Light_rainsnow,0.38,0.3939,94.0,0.2836,0,2,2,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,5,0,Monday,Clear,0.36,0.3485,93.0,0.19399999999999998,0,8,8,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,6,0,Monday,Clear,0.38,0.3939,82.0,0.2537,0,40,40,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,7,0,Monday,Clear,0.38,0.3939,82.0,0.2239,4,88,92,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,8,0,Monday,Clear,0.4,0.4091,76.0,0.2537,9,173,182,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,9,0,Monday,Clear,0.4,0.4091,66.0,0.2985,4,152,156,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,10,0,Monday,Clear,0.4,0.4091,62.0,0.3582,8,96,104,workingday,Ideal
2011-12-23,Spring,2011,Dec,11,0,Monday,Clear,0.4,0.4091,57.99999999999999,0.4478,26,148,174,workingday,Ideal
2011-12-23,Spring,2011,Dec,12,0,Monday,Clear,0.4,0.4091,54.0,0.5224,14,156,170,workingday,Ideal
2011-12-23,Spring,2011,Dec,13,0,Monday,Clear,0.4,0.4091,50.0,0.4627,17,177,194,workingday,Ideal
2011-12-23,Spring,2011,Dec,14,0,Monday,Clear,0.4,0.4091,54.0,0.4179,23,177,200,workingday,Ideal
2011-12-23,Spring,2011,Dec,15,0,Monday,Clear,0.38,0.3939,54.0,0.3582,12,191,203,workingday,Ideal
2011-12-23,Spring,2011,Dec,16,0,Monday,Clear,0.38,0.3939,50.0,0.2985,15,166,181,workingday,Ideal
2011-12-23,Spring,2011,Dec,17,0,Monday,Clear,0.36,0.3485,53.0,0.2239,11,129,140,workingday,Ideal
2011-12-23,Spring,2011,Dec,18,0,Monday,Clear,0.36,0.3333,50.0,0.2537,4,91,95,workingday,Ideal
2011-12-23,Spring,2011,Dec,19,0,Monday,Clear,0.34,0.3333,53.0,0.19399999999999998,1,75,76,workingday,Ideal
2011-12-23,Spring,2011,Dec,20,0,Monday,Clear,0.32,0.303,61.0,0.3284,3,47,50,workingday,Ideal
2011-12-23,Spring,2011,Dec,21,0,Monday,Clear,0.32,0.303,61.0,0.2239,0,32,32,workingday,Ideal
2011-12-23,Spring,2011,Dec,22,0,Monday,Clear,0.32,0.3182,66.0,0.19399999999999998,4,43,47,workingday,Terlalu Lembab
2011-12-23,Spring,2011,Dec,23,0,Monday,Clear,0.32,0.3333,66.0,0.1343,4,21,25,workingday,Terlalu Lembab
2011-12-24,Spring,2011,Dec,0,0,Sunday,Misty,0.32,0.3182,70.0,0.1642,3,20,23,weekend,Terlalu Lembab
2011-12-24,Spring,2011,Dec,1,0,Sunday,Misty,0.32,0.3485,66.0,0.0,1,15,16,weekend,Terlalu Lembab
2011-12-24,Spring,2011,Dec,2,0,Sunday,Misty,0.32,0.3333,66.0,0.0896,4,22,26,weekend,Terlalu Lembab
2011-12-24,Spring,2011,Dec,3,0,Sunday,Misty,0.32,0.3333,70.0,0.0896,0,5,5,weekend,Terlalu Lembab
2011-12-24,Spring,2011,Dec,4,0,Sunday,Misty,0.32,0.3182,66.0,0.1642,0,3,3,weekend,Terlalu Lembab
2011-12-24,Spring,2011,Dec,5,0,Sunday,Misty,0.32,0.3182,66.0,0.1642,1,3,4,weekend,Terlalu Lembab
2011-12-24,Spring,2011,Dec,6,0,Sunday,Misty,0.3,0.303,75.0,0.1642,0,10,10,weekend,Terlalu Lembab
2011-12-24,Spring,2011,Dec,7,0,Sunday,Clear,0.3,0.2727,70.0,0.3582,0,10,10,weekend,Terlalu Lembab
2011-12-24,Spring,2011,Dec,8,0,Sunday,Clear,0.28,0.2727,70.0,0.19399999999999998,0,27,27,weekend,Terlalu Lembab
2011-12-24,Spring,2011,Dec,9,0,Sunday,Clear,0.3,0.2727,45.0,0.4179,3,53,56,weekend,Ideal
2011-12-24,Spring,2011,Dec,10,0,Sunday,Clear,0.3,0.2576,42.0,0.4925,4,52,56,weekend,Terlalu kering
2011-12-24,Spring,2011,Dec,11,0,Sunday,Clear,0.32,0.2879,39.0,0.3582,9,62,71,weekend,Terlalu kering
2011-12-24,Spring,2011,Dec,12,0,Sunday,Clear,0.34,0.3182,39.0,0.2836,15,79,94,weekend,Terlalu kering
2011-12-24,Spring,2011,Dec,13,0,Sunday,Clear,0.34,0.303,39.0,0.2985,24,97,121,weekend,Terlalu kering
2011-12-24,Spring,2011,Dec,14,0,Sunday,Clear,0.34,0.303,39.0,0.2985,15,70,85,weekend,Terlalu kering
2011-12-24,Spring,2011,Dec,15,0,Sunday,Clear,0.32,0.303,39.0,0.2239,15,82,97,weekend,Terlalu kering
2011-12-24,Spring,2011,Dec,16,0,Sunday,Clear,0.32,0.3182,42.0,0.19399999999999998,25,74,99,weekend,Terlalu kering
2011-12-24,Spring,2011,Dec,17,0,Sunday,Clear,0.28,0.2879,45.0,0.1343,15,53,68,weekend,Ideal
2011-12-24,Spring,2011,Dec,18,0,Sunday,Clear,0.3,0.3182,42.0,0.0896,2,33,35,weekend,Terlalu kering
2011-12-24,Spring,2011,Dec,19,0,Sunday,Clear,0.3,0.3182,52.0,0.0896,1,24,25,weekend,Ideal
2011-12-24,Spring,2011,Dec,20,0,Sunday,Clear,0.26,0.2727,56.00000000000001,0.1343,5,19,24,weekend,Ideal
2011-12-24,Spring,2011,Dec,21,0,Sunday,Clear,0.26,0.2576,56.00000000000001,0.1642,4,15,19,weekend,Ideal
2011-12-24,Spring,2011,Dec,22,0,Sunday,Clear,0.24,0.2879,52.0,0.0,8,12,20,weekend,Ideal
2011-12-24,Spring,2011,Dec,23,0,Sunday,Clear,0.24,0.2576,56.00000000000001,0.0,1,16,17,weekend,Ideal
2011-12-25,Spring,2011,Dec,0,0,Sunday,Clear,0.24,0.2273,60.0,0.19399999999999998,2,4,6,weekend,Ideal
2011-12-25,Spring,2011,Dec,1,0,Sunday,Clear,0.22,0.2273,69.0,0.1343,2,2,4,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,2,0,Sunday,Clear,0.22,0.2576,75.0,0.0896,0,2,2,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,3,0,Sunday,Clear,0.22,0.2727,72.0,0.0,1,3,4,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,5,0,Sunday,Clear,0.2,0.2273,75.0,0.1045,0,1,1,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,6,0,Sunday,Clear,0.2,0.2273,75.0,0.1045,0,1,1,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,7,0,Sunday,Clear,0.22,0.2424,80.0,0.1045,0,4,4,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,8,0,Sunday,Clear,0.2,0.2121,80.0,0.1642,1,4,5,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,9,0,Sunday,Clear,0.24,0.2424,87.0,0.1642,3,20,23,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,10,0,Sunday,Clear,0.26,0.2424,81.0,0.2537,31,12,43,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,11,0,Sunday,Clear,0.3,0.303,70.0,0.1642,43,42,85,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,12,0,Sunday,Clear,0.3,0.2727,75.0,0.2985,25,41,66,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,13,0,Sunday,Clear,0.32,0.303,70.0,0.2537,40,39,79,weekend,Terlalu Lembab
2011-12-25,Spring,2011,Dec,14,0,Sunday,Clear,0.34,0.3182,61.0,0.2537,41,45,86,weekend,Ideal
2011-12-25,Spring,2011,Dec,15,0,Sunday,Clear,0.34,0.3333,61.0,0.19399999999999998,43,48,91,weekend,Ideal
2011-12-25,Spring,2011,Dec,16,0,Sunday,Clear,0.36,0.3636,56.99999999999999,0.1045,35,51,86,weekend,Ideal
2011-12-25,Spring,2011,Dec,17,0,Sunday,Clear,0.34,0.3333,61.0,0.1343,11,33,44,weekend,Ideal
