dteday,season,year,month,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
2012-02-01,Spring,2012,Feb,0,Monday,Clear,0.469167,0.466538,50.79169999999999,0.189067,304,4275,4579,workingday,Ideal
2012-02-02,Spring,2012,Feb,0,Monday,Misty,0.399167,0.398971,67.29169999999999,0.187187,190,3571,3761,workingday,Terlalu Lembab
2012-02-03,Spring,2012,Feb,0,Monday,Clear,0.313333,0.309346,52.6667,0.17849600000000002,310,3841,4151,workingday,Ideal
2012-02-04,Spring,2012,Feb,0,Sunday,Misty,0.264167,0.272725,77.95830000000001,0.121896,384,2448,2832,weekend,Terlalu Lembab
2012-02-05,Spring,2012,Feb,0,Sunday,Misty,0.265833,0.264521,68.7917,0.175996,318,2629,2947,weekend,Terlalu Lembab
2012-02-06,Spring,2012,Feb,0,Monday,Clear,0.282609,0.296426,62.2174,0.1538,206,3578,3784,workingday,Ideal
2012-02-07,Spring,2012,Feb,0,Monday,Clear,0.354167,0.361104,49.625,0.147379,199,4176,4375,workingday,Ideal
2012-02-08,Spring,2012,Feb,0,Monday,Misty,0.25666700000000003,0.266421,72.2917,0.133721,109,2693,2802,workingday,Terlalu Lembab
2012-02-09,Spring,2012,Feb,0,Monday,Clear,0.265,0.261988,56.2083,0.194037,163,3667,3830,workingday,Ideal
2012-02-10,Spring,2012,Feb,0,Monday,Misty,0.280833,0.293558,54.0,0.11692899999999999,227,3604,3831,workingday,Ideal
2012-02-11,Spring,2012,Feb,0,Sunday,Light_rainsnow,0.224167,0.210867,73.125,0.289796,192,1977,2169,weekend,Terlalu Lembab
2012-02-12,Spring,2012,Feb,0,Sunday,Clear,0.1275,0.101658,46.458299999999994,0.40921199999999996,73,1456,1529,weekend,Ideal
2012-02-13,Spring,2012,Feb,0,Monday,Clear,0.2225,0.227913,41.125,0.167283,94,3328,3422,workingday,Terlalu kering
2012-02-14,Spring,2012,Feb,0,Monday,Misty,0.31916700000000003,0.333946,50.875,0.141179,135,3787,3922,workingday,Ideal
2012-02-15,Spring,2012,Feb,0,Monday,Clear,0.348333,0.35162899999999997,53.125,0.1816,141,4028,4169,workingday,Ideal
2012-02-16,Spring,2012,Feb,0,Monday,Misty,0.31666700000000003,0.330162,75.2917,0.091425,74,2931,3005,workingday,Terlalu Lembab
2012-02-17,Spring,2012,Feb,0,Monday,Clear,0.343333,0.35162899999999997,63.4583,0.205846,349,3805,4154,workingday,Ideal
2012-02-18,Spring,2012,Feb,0,Sunday,Clear,0.346667,0.355425,53.4583,0.190929,1435,2883,4318,weekend,Ideal
2012-02-19,Spring,2012,Feb,0,Sunday,Misty,0.28,0.265788,51.5833,0.253112,618,2071,2689,weekend,Ideal
2012-02-20,Spring,2012,Feb,1,Sunday,Clear,0.28,0.273391,50.7826,0.22908299999999998,502,2627,3129,weekend,Ideal
2012-02-21,Spring,2012,Feb,0,Monday,Clear,0.287826,0.295113,59.434799999999996,0.205717,163,3614,3777,workingday,Ideal
2012-02-22,Spring,2012,Feb,0,Monday,Clear,0.395833,0.392667,56.7917,0.234471,394,4379,4773,workingday,Ideal
2012-02-23,Spring,2012,Feb,0,Monday,Clear,0.454167,0.444446,55.45830000000001,0.190913,516,4546,5062,workingday,Ideal
2012-02-24,Spring,2012,Feb,0,Monday,Misty,0.4075,0.41097100000000003,73.75,0.237567,246,3241,3487,workingday,Terlalu Lembab
2012-02-25,Spring,2012,Feb,0,Sunday,Clear,0.290833,0.255675,39.5833,0.421642,317,2415,2732,weekend,Terlalu kering
2012-02-26,Spring,2012,Feb,0,Sunday,Clear,0.279167,0.268308,41.0,0.205229,515,2874,3389,weekend,Terlalu kering
2012-02-27,Spring,2012,Feb,0,Monday,Clear,0.366667,0.357954,49.0833,0.26803299999999997,253,4069,4322,workingday,Ideal
2012-02-28,Spring,2012,Feb,0,Monday,Clear,0.359167,0.353525,39.5833,0.193417,229,4134,4363,workingday,Terlalu kering
2012-02-29,Spring,2012,Feb,0,Monday,Misty,0.344348,0.34847,80.4783,0.179117,65,1769,1834,workingday,Terlalu Lembab
2012-03-01,Spring,2012,Mar,0,Monday,Clear,0.485833,0.475371,61.5417,0.226987,325,4665,4990,workingday,Ideal
2012-03-02,Spring,2012,Mar,0,Monday,Misty,0.353333,0.359842,65.7083,0.144904,246,2948,3194,workingday,Terlalu Lembab
2012-03-03,Spring,2012,Mar,0,Sunday,Misty,0.414167,0.413492,62.125,0.161079,956,3110,4066,weekend,Ideal
2012-03-04,Spring,2012,Mar,0,Sunday,Clear,0.325833,0.303021,40.3333,0.334571,710,2713,3423,weekend,Terlalu kering
2012-03-05,Spring,2012,Mar,0,Monday,Clear,0.243333,0.241171,50.625,0.228858,203,3130,3333,workingday,Ideal
2012-03-06,Spring,2012,Mar,0,Monday,Clear,0.258333,0.255042,45.6667,0.200875,221,3735,3956,workingday,Ideal
2012-03-07,Spring,2012,Mar,0,Monday,Clear,0.404167,0.3851,51.3333,0.345779,432,4484,4916,workingday,Ideal
2012-03-08,Spring,2012,Mar,0,Monday,Clear,0.5275,0.524604,56.75,0.441563,486,4896,5382,workingday,Ideal
2012-03-09,Spring,2012,Mar,0,Monday,Misty,0.410833,0.397083,40.708299999999994,0.4148,447,4122,4569,workingday,Terlalu kering
2012-03-10,Spring,2012,Mar,0,Sunday,Clear,0.2875,0.277767,35.041700000000006,0.22575,968,3150,4118,weekend,Terlalu kering
2012-03-11,Spring,2012,Mar,0,Sunday,Clear,0.361739,0.35967,47.695699999999995,0.22258699999999998,1658,3253,4911,weekend,Ideal
2012-03-12,Spring,2012,Mar,0,Monday,Clear,0.466667,0.459592,48.9167,0.207713,838,4460,5298,workingday,Ideal
2012-03-13,Spring,2012,Mar,0,Monday,Clear,0.565,0.542929,61.75000000000001,0.23695,762,5085,5847,workingday,Ideal
2012-03-14,Spring,2012,Mar,0,Monday,Clear,0.5725,0.548617,50.708299999999994,0.11506199999999998,997,5315,6312,workingday,Ideal
2012-03-15,Spring,2012,Mar,0,Monday,Clear,0.5575,0.532825,57.958299999999994,0.149883,1005,5187,6192,workingday,Ideal
2012-03-16,Spring,2012,Mar,0,Monday,Misty,0.43583299999999997,0.436229,84.20830000000001,0.113192,548,3830,4378,workingday,Terlalu Lembab
2012-03-17,Spring,2012,Mar,0,Sunday,Misty,0.514167,0.505046,75.5833,0.110704,3155,4681,7836,weekend,Terlalu Lembab
2012-03-18,Spring,2012,Mar,0,Sunday,Misty,0.4725,0.46399999999999997,81.0,0.126883,2207,3685,5892,weekend,Terlalu Lembab
2012-03-19,Spring,2012,Mar,0,Monday,Clear,0.545,0.532821,72.875,0.16231700000000002,982,5171,6153,workingday,Terlalu Lembab
2012-03-20,Spring,2012,Mar,0,Monday,Clear,0.560833,0.538533,80.7917,0.121271,1051,5042,6093,workingday,Terlalu Lembab
2012-03-21,Summer,2012,Mar,0,Monday,Misty,0.531667,0.513258,82.125,0.08955830000000001,1122,5108,6230,workingday,Terlalu Lembab
2012-03-22,Summer,2012,Mar,0,Monday,Clear,0.554167,0.531567,83.125,0.11756199999999999,1334,5537,6871,workingday,Terlalu Lembab
2012-03-23,Summer,2012,Mar,0,Monday,Misty,0.601667,0.570067,69.41669999999999,0.1163,2469,5893,8362,workingday,Terlalu Lembab
2012-03-24,Summer,2012,Mar,0,Sunday,Misty,0.5025,0.48673299999999997,88.5417,0.19278299999999998,1033,2339,3372,weekend,Terlalu Lembab
2012-03-25,Summer,2012,Mar,0,Sunday,Misty,0.4375,0.437488,88.0833,0.220775,1532,3464,4996,weekend,Terlalu Lembab
2012-03-26,Summer,2012,Mar,0,Monday,Clear,0.445833,0.43875,47.7917,0.386821,795,4763,5558,workingday,Ideal
2012-03-27,Summer,2012,Mar,0,Monday,Clear,0.323333,0.315654,28.999999999999996,0.187192,531,4571,5102,workingday,Terlalu kering
2012-03-28,Summer,2012,Mar,0,Monday,Clear,0.484167,0.47095,48.125,0.291671,674,5024,5698,workingday,Ideal
2012-03-29,Summer,2012,Mar,0,Monday,Clear,0.494167,0.482304,43.916700000000006,0.31965,834,5299,6133,workingday,Terlalu kering
2012-03-30,Summer,2012,Mar,0,Monday,Misty,0.37,0.375621,58.0833,0.138067,796,4663,5459,workingday,Ideal
2012-03-31,Summer,2012,Mar,0,Sunday,Misty,0.424167,0.42170799999999997,73.83330000000001,0.25061700000000003,2301,3934,6235,weekend,Terlalu Lembab
2012-04-01,Summer,2012,Apr,0,Sunday,Misty,0.425833,0.41728699999999996,67.625,0.172267,2347,3694,6041,weekend,Terlalu Lembab
2012-04-02,Summer,2012,Apr,0,Monday,Clear,0.433913,0.42751300000000003,50.43479999999999,0.312139,1208,4728,5936,workingday,Ideal
2012-04-03,Summer,2012,Apr,0,Monday,Clear,0.466667,0.461483,39.6667,0.100133,1348,5424,6772,workingday,Terlalu kering
2012-04-04,Summer,2012,Apr,0,Monday,Clear,0.541667,0.53345,46.958299999999994,0.180975,1058,5378,6436,workingday,Ideal
2012-04-05,Summer,2012,Apr,0,Monday,Clear,0.435,0.431163,37.416700000000006,0.219529,1192,5265,6457,workingday,Terlalu kering
2012-04-06,Summer,2012,Apr,0,Monday,Clear,0.403333,0.39076700000000003,37.7083,0.300388,1807,4653,6460,workingday,Terlalu kering
2012-04-07,Summer,2012,Apr,0,Sunday,Clear,0.4375,0.426129,25.416700000000002,0.274871,3252,3605,6857,weekend,Terlalu kering
2012-04-08,Summer,2012,Apr,0,Sunday,Clear,0.5,0.492425,27.5833,0.232596,2230,2939,5169,weekend,Terlalu kering
2012-04-09,Summer,2012,Apr,0,Monday,Clear,0.489167,0.476638,31.75,0.358196,905,4680,5585,workingday,Terlalu kering
2012-04-10,Summer,2012,Apr,0,Monday,Clear,0.446667,0.436233,43.5,0.249375,819,5099,5918,workingday,Terlalu kering
2012-04-11,Summer,2012,Apr,0,Monday,Clear,0.348696,0.33727399999999996,46.9565,0.295274,482,4380,4862,workingday,Ideal
2012-04-12,Summer,2012,Apr,0,Monday,Clear,0.3975,0.387604,46.625,0.290429,663,4746,5409,workingday,Ideal
2012-04-13,Summer,2012,Apr,0,Monday,Clear,0.4425,0.43180799999999997,40.8333,0.155471,1252,5146,6398,workingday,Terlalu kering
2012-04-14,Summer,2012,Apr,0,Sunday,Clear,0.495,0.487996,50.291700000000006,0.190917,2795,4665,7460,weekend,Ideal
2012-04-15,Summer,2012,Apr,0,Sunday,Clear,0.606667,0.573875,50.79169999999999,0.225129,2846,4286,7132,weekend,Ideal
2012-04-16,Summer,2012,Apr,1,Sunday,Clear,0.664167,0.614925,56.166700000000006,0.284829,1198,5172,6370,weekend,Ideal
2012-04-17,Summer,2012,Apr,0,Monday,Clear,0.608333,0.598487,39.0417,0.273629,989,5702,6691,workingday,Terlalu kering
2012-04-18,Summer,2012,Apr,0,Monday,Misty,0.463333,0.457038,56.9167,0.16791199999999998,347,4020,4367,workingday,Ideal
2012-04-19,Summer,2012,Apr,0,Monday,Clear,0.49833299999999997,0.493046,61.25000000000001,0.0659292,846,5719,6565,workingday,Ideal
2012-04-20,Summer,2012,Apr,0,Monday,Clear,0.526667,0.515775,69.4583,0.149871,1340,5950,7290,workingday,Terlalu Lembab
2012-04-21,Summer,2012,Apr,0,Sunday,Clear,0.57,0.542921,68.2917,0.283587,2541,4083,6624,weekend,Terlalu Lembab
2012-04-22,Summer,2012,Apr,0,Sunday,Light_rainsnow,0.396667,0.389504,83.54169999999999,0.344546,120,907,1027,weekend,Terlalu Lembab
2012-04-23,Summer,2012,Apr,0,Monday,Misty,0.321667,0.301125,76.66669999999999,0.303496,195,3019,3214,workingday,Terlalu Lembab
2012-04-24,Summer,2012,Apr,0,Monday,Clear,0.413333,0.405283,45.4167,0.249383,518,5115,5633,workingday,Ideal
2012-04-25,Summer,2012,Apr,0,Monday,Clear,0.476667,0.470317,42.7917,0.11879200000000001,655,5541,6196,workingday,Terlalu kering
2012-04-26,Summer,2012,Apr,0,Monday,Misty,0.49833299999999997,0.483583,75.66669999999999,0.176625,475,4551,5026,workingday,Terlalu Lembab
2012-04-27,Summer,2012,Apr,0,Monday,Clear,0.4575,0.452637,40.0833,0.34763299999999997,1014,5219,6233,workingday,Terlalu kering
2012-04-28,Summer,2012,Apr,0,Sunday,Misty,0.37666700000000003,0.377504,48.9583,0.129975,1120,3100,4220,weekend,Ideal
2012-04-29,Summer,2012,Apr,0,Sunday,Clear,0.458333,0.450121,58.7083,0.116908,2229,4075,6304,weekend,Ideal
2012-04-30,Summer,2012,Apr,0,Monday,Misty,0.464167,0.457696,56.99999999999999,0.171638,665,4907,5572,workingday,Ideal
2012-05-01,Summer,2012,May,0,Monday,Misty,0.613333,0.577021,65.95830000000001,0.156096,653,5087,5740,workingday,Terlalu Lembab
2012-05-02,Summer,2012,May,0,Monday,Clear,0.564167,0.537896,79.7083,0.138058,667,5502,6169,workingday,Terlalu Lembab
2012-05-03,Summer,2012,May,0,Monday,Misty,0.56,0.537242,76.83330000000001,0.133696,764,5657,6421,workingday,Terlalu Lembab
2012-05-04,Summer,2012,May,0,Monday,Clear,0.6275,0.590917,73.54169999999999,0.162938,1069,5227,6296,workingday,Terlalu Lembab
2012-05-05,Summer,2012,May,0,Sunday,Misty,0.621667,0.584608,75.66669999999999,0.15299200000000002,2496,4387,6883,weekend,Terlalu Lembab
2012-05-06,Summer,2012,May,0,Sunday,Misty,0.5625,0.546737,74.0,0.14987899999999998,2135,4224,6359,weekend,Terlalu Lembab
2012-05-07,Summer,2012,May,0,Monday,Misty,0.5375,0.527142,66.41669999999999,0.230721,1008,5265,6273,workingday,Terlalu Lembab
2012-05-08,Summer,2012,May,0,Monday,Misty,0.581667,0.557471,68.58330000000001,0.296029,738,4990,5728,workingday,Terlalu Lembab
2012-05-09,Summer,2012,May,0,Monday,Misty,0.575,0.553025,74.4167,0.216412,620,4097,4717,workingday,Terlalu Lembab
2012-05-10,Summer,2012,May,0,Monday,Clear,0.505833,0.49178299999999997,55.2083,0.31406300000000004,1026,5546,6572,workingday,Ideal
2012-05-11,Summer,2012,May,0,Monday,Clear,0.533333,0.520833,36.0417,0.23693699999999998,1319,5711,7030,workingday,Terlalu kering
2012-05-12,Summer,2012,May,0,Sunday,Clear,0.564167,0.544817,48.0417,0.12313299999999999,2622,4807,7429,weekend,Ideal
2012-05-13,Summer,2012,May,0,Sunday,Clear,0.6125,0.585238,57.62500000000001,0.225117,2172,3946,6118,weekend,Ideal
2012-05-14,Summer,2012,May,0,Monday,Misty,0.573333,0.5499,78.95830000000001,0.21269200000000002,342,2501,2843,workingday,Terlalu Lembab
2012-05-15,Summer,2012,May,0,Monday,Misty,0.611667,0.576404,79.45830000000001,0.147392,625,4490,5115,workingday,Terlalu Lembab
2012-05-16,Summer,2012,May,0,Monday,Clear,0.636667,0.595975,69.7917,0.122512,991,6433,7424,workingday,Terlalu Lembab
2012-05-17,Summer,2012,May,0,Monday,Clear,0.593333,0.572613,52.0,0.229475,1242,6142,7384,workingday,Ideal
2012-05-18,Summer,2012,May,0,Monday,Clear,0.564167,0.551121,52.33330000000001,0.136817,1521,6118,7639,workingday,Ideal
2012-05-19,Summer,2012,May,0,Sunday,Clear,0.6,0.566908,45.625,0.083975,3410,4884,8294,weekend,Ideal
2012-05-20,Summer,2012,May,0,Sunday,Clear,0.620833,0.583967,53.041700000000006,0.254367,2704,4425,7129,weekend,Ideal
2012-05-21,Summer,2012,May,0,Monday,Misty,0.598333,0.565667,81.125,0.233204,630,3729,4359,workingday,Terlalu Lembab
2012-05-22,Summer,2012,May,0,Monday,Misty,0.615,0.580825,76.5833,0.11816700000000001,819,5254,6073,workingday,Terlalu Lembab
2012-05-23,Summer,2012,May,0,Monday,Misty,0.621667,0.584612,77.45830000000001,0.102,766,4494,5260,workingday,Terlalu Lembab
2012-05-24,Summer,2012,May,0,Monday,Clear,0.655,0.6067,71.6667,0.172896,1059,5711,6770,workingday,Terlalu Lembab
2012-05-25,Summer,2012,May,0,Monday,Clear,0.68,0.627529,74.7083,0.14055,1417,5317,6734,workingday,Terlalu Lembab
2012-05-26,Summer,2012,May,0,Sunday,Clear,0.6925,0.642696,73.25,0.198992,2855,3681,6536,weekend,Terlalu Lembab
2012-05-27,Summer,2012,May,0,Sunday,Clear,0.69,0.641425,69.7083,0.215171,3283,3308,6591,weekend,Terlalu Lembab
2012-05-28,Summer,2012,May,1,Sunday,Clear,0.7125,0.6793,67.625,0.196521,2557,3486,6043,weekend,Terlalu Lembab
2012-05-29,Summer,2012,May,0,Monday,Clear,0.7225,0.672992,68.4583,0.2954,880,4863,5743,workingday,Terlalu Lembab
2012-05-30,Summer,2012,May,0,Monday,Misty,0.656667,0.611129,67.0,0.134329,745,6110,6855,workingday,Terlalu Lembab
2012-05-31,Summer,2012,May,0,Monday,Clear,0.68,0.631329,49.2917,0.195279,1100,6238,7338,workingday,Ideal
2012-06-01,Summer,2012,Jun,0,Monday,Misty,0.654167,0.607962,75.5417,0.23756300000000002,533,3594,4127,workingday,Terlalu Lembab
2012-06-02,Summer,2012,Jun,0,Sunday,Clear,0.583333,0.566288,54.9167,0.18656199999999998,2795,5325,8120,weekend,Ideal
2012-06-03,Summer,2012,Jun,0,Sunday,Clear,0.6025,0.575133,49.333299999999994,0.184087,2494,5147,7641,weekend,Ideal
2012-06-04,Summer,2012,Jun,0,Monday,Clear,0.5975,0.578283,48.7083,0.284833,1071,5927,6998,workingday,Ideal
2012-06-05,Summer,2012,Jun,0,Monday,Misty,0.540833,0.525892,61.3333,0.209575,968,6033,7001,workingday,Ideal
2012-06-06,Summer,2012,Jun,0,Monday,Clear,0.554167,0.542292,61.12499999999999,0.077125,1027,6028,7055,workingday,Ideal
2012-06-07,Summer,2012,Jun,0,Monday,Clear,0.6025,0.569442,56.7083,0.15735,1038,6456,7494,workingday,Ideal
2012-06-08,Summer,2012,Jun,0,Monday,Clear,0.649167,0.597862,46.791700000000006,0.17538299999999998,1488,6248,7736,workingday,Ideal
2012-06-09,Summer,2012,Jun,0,Sunday,Clear,0.710833,0.648367,43.7083,0.144287,2708,4790,7498,weekend,Terlalu kering
2012-06-10,Summer,2012,Jun,0,Sunday,Clear,0.726667,0.663517,53.833299999999994,0.133721,2224,4374,6598,weekend,Ideal
2012-06-11,Summer,2012,Jun,0,Monday,Misty,0.720833,0.659721,58.791700000000006,0.207713,1017,5647,6664,workingday,Ideal
2012-06-12,Summer,2012,Jun,0,Monday,Misty,0.6533329999999999,0.597875,83.3333,0.21454600000000001,477,4495,4972,workingday,Terlalu Lembab
2012-06-13,Summer,2012,Jun,0,Monday,Clear,0.655833,0.611117,58.2083,0.343279,1173,6248,7421,workingday,Ideal
2012-06-14,Summer,2012,Jun,0,Monday,Clear,0.648333,0.624383,56.958299999999994,0.253733,1180,6183,7363,workingday,Ideal
2012-06-15,Summer,2012,Jun,0,Monday,Clear,0.639167,0.599754,58.958299999999994,0.176617,1563,6102,7665,workingday,Ideal
2012-06-16,Summer,2012,Jun,0,Sunday,Clear,0.631667,0.594708,50.416700000000006,0.166667,2963,4739,7702,weekend,Ideal
2012-06-17,Summer,2012,Jun,0,Sunday,Clear,0.5925,0.571975,59.875,0.144904,2634,4344,6978,weekend,Ideal
2012-06-18,Summer,2012,Jun,0,Monday,Misty,0.568333,0.544842,77.79169999999999,0.174746,653,4446,5099,workingday,Terlalu Lembab
2012-06-19,Summer,2012,Jun,0,Monday,Clear,0.688333,0.654692,69.0,0.148017,968,5857,6825,workingday,Terlalu Lembab
2012-06-20,Summer,2012,Jun,0,Monday,Clear,0.7825,0.720975,59.2083,0.11381199999999998,872,5339,6211,workingday,Ideal
2012-06-21,Fall,2012,Jun,0,Monday,Clear,0.805833,0.752542,56.7917,0.11878699999999999,778,5127,5905,workingday,Ideal
2012-06-22,Fall,2012,Jun,0,Monday,Clear,0.7775,0.724121,57.375,0.182842,964,4859,5823,workingday,Ideal
2012-06-23,Fall,2012,Jun,0,Sunday,Clear,0.731667,0.652792,53.4583,0.179721,2657,4801,7458,weekend,Ideal
2012-06-24,Fall,2012,Jun,0,Sunday,Clear,0.743333,0.674254,47.9167,0.145525,2551,4340,6891,weekend,Ideal
2012-06-25,Fall,2012,Jun,0,Monday,Clear,0.7158329999999999,0.654042,50.416700000000006,0.300383,1139,5640,6779,workingday,Ideal
2012-06-26,Fall,2012,Jun,0,Monday,Clear,0.630833,0.594704,37.333299999999994,0.347642,1077,6365,7442,workingday,Terlalu kering
2012-06-27,Fall,2012,Jun,0,Monday,Clear,0.6975,0.640792,36.0,0.271775,1077,6258,7335,workingday,Terlalu kering
2012-06-28,Fall,2012,Jun,0,Monday,Clear,0.749167,0.675512,42.25,0.17165,921,5958,6879,workingday,Terlalu kering
2012-06-29,Fall,2012,Jun,0,Monday,Clear,0.834167,0.786613,48.875,0.165417,829,4634,5463,workingday,Ideal
2012-06-30,Fall,2012,Jun,0,Sunday,Clear,0.765,0.687508,60.12499999999999,0.161071,1455,4232,5687,weekend,Ideal
2012-07-01,Fall,2012,Jul,0,Sunday,Clear,0.815833,0.750629,51.87500000000001,0.16852899999999998,1421,4110,5531,weekend,Ideal
2012-07-02,Fall,2012,Jul,0,Monday,Clear,0.781667,0.702038,44.7083,0.195267,904,5323,6227,workingday,Terlalu kering
2012-07-03,Fall,2012,Jul,0,Monday,Clear,0.780833,0.70265,49.2083,0.126237,1052,5608,6660,workingday,Ideal
2012-07-04,Fall,2012,Jul,1,Sunday,Clear,0.789167,0.732337,53.87499999999999,0.13495,2562,4841,7403,weekend,Ideal
2012-07-05,Fall,2012,Jul,0,Monday,Clear,0.8275,0.761367,45.7917,0.194029,1405,4836,6241,workingday,Ideal
2012-07-06,Fall,2012,Jul,0,Monday,Clear,0.828333,0.752533,45.0833,0.146142,1366,4841,6207,workingday,Ideal
2012-07-07,Fall,2012,Jul,0,Sunday,Clear,0.861667,0.804913,49.2083,0.163554,1448,3392,4840,weekend,Ideal
2012-07-08,Fall,2012,Jul,0,Sunday,Clear,0.8225,0.790396,57.375,0.125629,1203,3469,4672,weekend,Ideal
2012-07-09,Fall,2012,Jul,0,Monday,Misty,0.710833,0.654054,68.3333,0.180975,998,5571,6569,workingday,Terlalu Lembab
2012-07-10,Fall,2012,Jul,0,Monday,Misty,0.720833,0.664796,66.75,0.15173699999999998,954,5336,6290,workingday,Terlalu Lembab
2012-07-11,Fall,2012,Jul,0,Monday,Clear,0.716667,0.650271,63.3333,0.15173299999999998,975,6289,7264,workingday,Ideal
2012-07-12,Fall,2012,Jul,0,Monday,Clear,0.7158329999999999,0.654683,52.9583,0.146775,1032,6414,7446,workingday,Ideal
2012-07-13,Fall,2012,Jul,0,Monday,Misty,0.731667,0.667933,48.5833,0.08085,1511,5988,7499,workingday,Ideal
2012-07-14,Fall,2012,Jul,0,Sunday,Misty,0.703333,0.666042,69.91669999999999,0.143679,2355,4614,6969,weekend,Terlalu Lembab
2012-07-15,Fall,2012,Jul,0,Sunday,Clear,0.745833,0.705196,71.7917,0.166667,1920,4111,6031,weekend,Terlalu Lembab
2012-07-16,Fall,2012,Jul,0,Monday,Clear,0.763333,0.724125,64.5,0.164187,1088,5742,6830,workingday,Ideal
2012-07-17,Fall,2012,Jul,0,Monday,Clear,0.818333,0.755683,50.583299999999994,0.114429,921,5865,6786,workingday,Ideal
2012-07-18,Fall,2012,Jul,0,Monday,Clear,0.793333,0.745583,57.7083,0.137442,799,4914,5713,workingday,Ideal
2012-07-19,Fall,2012,Jul,0,Monday,Clear,0.77,0.714642,60.0417,0.165429,888,5703,6591,workingday,Ideal
2012-07-20,Fall,2012,Jul,0,Monday,Misty,0.665833,0.613025,84.4167,0.208967,747,5123,5870,workingday,Terlalu Lembab
2012-07-21,Fall,2012,Jul,0,Sunday,Light_rainsnow,0.595833,0.549912,86.5417,0.2133,1264,3195,4459,weekend,Terlalu Lembab
2012-07-22,Fall,2012,Jul,0,Sunday,Misty,0.6675,0.623125,76.25,0.09392080000000001,2544,4866,7410,weekend,Terlalu Lembab
2012-07-23,Fall,2012,Jul,0,Monday,Clear,0.741667,0.690017,69.41669999999999,0.138683,1135,5831,6966,workingday,Terlalu Lembab
2012-07-24,Fall,2012,Jul,0,Monday,Clear,0.750833,0.70645,65.5,0.211454,1140,6452,7592,workingday,Terlalu Lembab
2012-07-25,Fall,2012,Jul,0,Monday,Clear,0.724167,0.654054,45.0,0.1648,1383,6790,8173,workingday,Ideal
2012-07-26,Fall,2012,Jul,0,Monday,Clear,0.776667,0.739263,59.666700000000006,0.28481300000000004,1036,5825,6861,workingday,Ideal
2012-07-27,Fall,2012,Jul,0,Monday,Clear,0.781667,0.734217,59.458299999999994,0.15299200000000002,1259,5645,6904,workingday,Ideal
2012-07-28,Fall,2012,Jul,0,Sunday,Clear,0.755833,0.697604,61.3333,0.15735,2234,4451,6685,weekend,Ideal
2012-07-29,Fall,2012,Jul,0,Sunday,Clear,0.7216670000000001,0.667933,62.375,0.170396,2153,4444,6597,weekend,Ideal
2012-07-30,Fall,2012,Jul,0,Monday,Clear,0.730833,0.684987,66.875,0.153617,1040,6065,7105,workingday,Terlalu Lembab
2012-07-31,Fall,2012,Jul,0,Monday,Clear,0.713333,0.662896,70.41669999999999,0.165425,968,6248,7216,workingday,Terlalu Lembab
2012-08-01,Fall,2012,Aug,0,Monday,Clear,0.7175,0.667308,67.75,0.141179,1074,6506,7580,workingday,Terlalu Lembab
2012-08-02,Fall,2012,Aug,0,Monday,Clear,0.7525,0.707088,65.95830000000001,0.129354,983,6278,7261,workingday,Terlalu Lembab
2012-08-03,Fall,2012,Aug,0,Monday,Misty,0.765833,0.722867,64.25,0.215792,1328,5847,7175,workingday,Ideal
2012-08-04,Fall,2012,Aug,0,Sunday,Clear,0.793333,0.751267,61.3333,0.257458,2345,4479,6824,weekend,Ideal
2012-08-05,Fall,2012,Aug,0,Sunday,Clear,0.769167,0.731079,65.25,0.290421,1707,3757,5464,weekend,Terlalu Lembab
2012-08-06,Fall,2012,Aug,0,Monday,Misty,0.7525,0.710246,65.4167,0.129354,1233,5780,7013,workingday,Terlalu Lembab
2012-08-07,Fall,2012,Aug,0,Monday,Misty,0.735833,0.697621,70.375,0.116908,1278,5995,7273,workingday,Terlalu Lembab
2012-08-08,Fall,2012,Aug,0,Monday,Misty,0.75,0.707717,67.29169999999999,0.1107,1263,6271,7534,workingday,Terlalu Lembab
2012-08-09,Fall,2012,Aug,0,Monday,Clear,0.755833,0.699508,62.0417,0.1561,1196,6090,7286,workingday,Ideal
2012-08-10,Fall,2012,Aug,0,Monday,Misty,0.7158329999999999,0.667942,71.5833,0.238813,1065,4721,5786,workingday,Terlalu Lembab
2012-08-11,Fall,2012,Aug,0,Sunday,Misty,0.6925,0.638267,73.2917,0.206479,2247,4052,6299,weekend,Terlalu Lembab
2012-08-12,Fall,2012,Aug,0,Sunday,Clear,0.700833,0.644579,53.041700000000006,0.122512,2182,4362,6544,weekend,Ideal
2012-08-13,Fall,2012,Aug,0,Monday,Clear,0.720833,0.662254,54.541700000000006,0.136212,1207,5676,6883,workingday,Ideal
2012-08-14,Fall,2012,Aug,0,Monday,Clear,0.726667,0.676779,68.6667,0.169158,1128,5656,6784,workingday,Terlalu Lembab
2012-08-15,Fall,2012,Aug,0,Monday,Clear,0.706667,0.654037,61.9583,0.169771,1198,6149,7347,workingday,Ideal
2012-08-16,Fall,2012,Aug,0,Monday,Clear,0.719167,0.654688,51.916700000000006,0.141796,1338,6267,7605,workingday,Ideal
2012-08-17,Fall,2012,Aug,0,Monday,Clear,0.723333,0.2424,57.0833,0.231354,1483,5665,7148,workingday,Ideal
2012-08-18,Fall,2012,Aug,0,Sunday,Clear,0.678333,0.618071,60.3333,0.177867,2827,5038,7865,weekend,Ideal
